0.58,
0.96,
0.7,
0.78,
0.45,
0.31,
0.31,
0.94,
0.16,
0.28,
0.47,
0.51,
0.94,
0.56,
0.7,
0.74,
0.8,
0.56,
0.48,
0.51,
0.47,
0.99,
0.83,
0.87,
0.1,
0.45,
0.72,
0.8,
0.56,
0.42,
0.87,
0.67,
0.8,
0.46,
0.58,
0.2,
0.11,
0.2,
0.84,
0.29,
0.7,
0.51,
0.69,
0.75,
0.66,
0.88,
0.24,
0.53,
0.16,
0.18,
0.75,
0.69,
0.69,
0.02,
0.47,
0.28,
0.43,
0.38,
0.8,
0.62,
0.28,
0.48,
0.48,
0.76,
0.54,
0.21,
0.52,
0.95,
0.25,
0.6,
0.19,
0.57,
0.26,
0.67,
0.85,
0.42,
0.78,
0.09,
0.05,
0.32,
